Date,Temperature (°C),Rainfall (mm),Humidity (%),Dengue_Cases
2011-10-26,21.48,37.73,36.8,11
2011-10-27,17.72,36.13,42.26,10
2011-10-28,20.35,51.73,34.06,9
2011-10-29,19.16,46.1,46.59,12
2011-10-30,20.08,29.55,37.98,7
2011-10-31,19.88,52.79,46.4,12
2011-11-01,18.65,78.97,42.94,14
2011-11-02,17.08,118.71,39.42,17
2011-11-03,21.58,81.01,53.33,12
2011-11-04,20.5,40.94,44.11,9
2011-11-05,19.73,37.23,41.55,11
2011-11-06,20.23,49.99,46.87,10
2011-11-07,20.3,67.06,46.6,11
2011-11-08,23.95,42.38,43.15,10
2011-11-09,19.84,67.01,41.47,10
2011-11-10,19.48,35.97,41.68,11
2011-11-11,22.02,48.95,47.2,10
2011-11-12,21.13,47.47,45.5,11
2011-11-13,20.7,39.24,38.79,12
2011-11-14,22.47,78.08,47.56,11
2011-11-15,21.67,88.64,49.49,14
2011-11-16,19.46,54.71,46.73,12
2011-11-17,22.77,78.75,51.73,14
2011-11-18,22.6,82.77,52.87,13
2011-11-19,21.06,80.21,54.44,13
2011-11-20,23.08,43.43,47.28,13
2011-11-21,22.66,82.55,50.42,14
2011-11-22,22.65,40.99,48.73,8
2011-11-23,22.74,69.49,48.04,10
2011-11-24,21.19,107.62,45.46,16
2011-11-25,21.19,47.78,39.66,10
2011-11-26,22.89,103.39,47.63,13
2011-11-27,22.15,82.35,46.37,14
2011-11-28,22.68,53.09,52.7,11
2011-11-29,20.59,85.07,45.54,12
2011-11-30,23.7,81.37,53.55,13
2011-12-01,22.14,83.92,55.47,14
2011-12-02,22.38,94.98,43.57,14
2011-12-03,23.76,52.76,52.54,11
2011-12-04,21.39,63.03,45.6,11
2011-12-05,21.74,51.79,49.82,12
2011-12-06,24.57,111.68,54.68,12
2011-12-07,23.11,94.92,60.36,13
2011-12-08,24.64,120.92,50.48,13
2011-12-09,24.84,94.71,50.98,14
2011-12-10,22.35,66.97,58.17,15
2011-12-11,22.94,71.32,54.04,11
2011-12-12,23.82,90.92,53.35,12
2011-12-13,19.99,102.76,57.02,17
2011-12-14,23.27,68.65,56.6,14
2011-12-15,24.21,62.9,50.14,13
2011-12-16,22.59,75.0,60.4,10
2011-12-17,23.54,99.73,59.46,16
2011-12-18,22.9,86.48,57.78,15
2011-12-19,22.56,56.96,55.11,11
2011-12-20,23.73,72.97,58.58,13
2011-12-21,24.82,109.14,47.7,12
2011-12-22,24.23,76.88,58.32,12
2011-12-23,24.64,103.22,54.16,14
2011-12-24,24.72,111.69,50.9,15
2011-12-25,24.99,104.19,51.23,12
2011-12-26,25.48,115.61,67.25,14
2011-12-27,23.9,76.43,54.55,14
2011-12-28,22.59,92.55,48.99,12
2011-12-29,25.82,97.1,60.22,12
2011-12-30,25.14,78.95,63.26,16
2011-12-31,24.58,87.54,61.76,15
2012-01-01,25.63,70.38,56.1,13
2012-01-02,24.9,137.05,55.43,15
2012-01-03,24.19,84.17,60.39,11
2012-01-04,23.92,131.8,62.51,13
2012-01-05,26.83,138.83,61.06,17
2012-01-06,26.99,104.13,62.43,15
2012-01-07,27.12,128.56,67.76,21
2012-01-08,24.07,122.72,56.92,17
2012-01-09,21.48,117.84,60.63,16
2012-01-10,25.45,149.7,57.73,20
2012-01-11,25.1,100.16,59.85,13
2012-01-12,27.87,70.54,61.65,13
2012-01-13,25.81,128.7,67.87,14
2012-01-14,25.81,85.98,65.2,14
2012-01-15,28.06,126.72,71.46,13
2012-01-16,22.52,115.97,68.69,17
2012-01-17,26.75,111.49,56.05,12
2012-01-18,25.86,115.82,61.26,16
2012-01-19,24.9,103.3,63.11,13
2012-01-20,25.8,144.8,63.76,19
2012-01-21,27.22,122.12,67.3,16
2012-01-22,26.4,118.67,65.68,19
2012-01-23,27.18,95.61,65.32,16
2012-01-24,28.56,99.22,73.67,16
2012-01-25,28.01,99.77,83.2,14
2012-01-26,29.81,127.94,68.81,14
2012-01-27,27.09,112.94,70.49,15
2012-01-28,27.65,120.35,73.94,16
2012-01-29,26.63,138.08,74.1,18
2012-01-30,24.39,99.52,71.65,12
2012-01-31,26.6,147.4,71.13,17
2012-02-01,26.66,165.74,64.38,16
2012-02-02,25.51,97.19,60.99,12
2012-02-03,28.27,158.95,70.35,19
2012-02-04,27.11,87.89,70.63,14
2012-02-05,25.82,102.37,66.68,17
2012-02-06,28.83,167.21,63.72,19
2012-02-07,28.28,124.68,71.38,14
2012-02-08,28.86,108.9,74.49,13
2012-02-09,28.0,126.3,76.11,14
2012-02-10,30.26,110.7,69.42,15
2012-02-11,28.02,134.12,72.21,15
2012-02-12,28.55,155.76,82.1,18
2012-02-13,30.56,140.12,71.87,17
2012-02-14,26.74,159.54,79.53,16
2012-02-15,30.31,129.42,70.14,14
2012-02-16,25.25,159.58,73.96,23
2012-02-17,27.96,115.76,74.36,17
2012-02-18,27.64,136.17,75.39,16
2012-02-19,29.44,130.28,72.04,16
2012-02-20,29.34,173.3,87.2,20
2012-02-21,27.94,156.42,64.17,17
2012-02-22,31.59,89.34,73.23,13
2012-02-23,29.95,131.53,75.84,17
2012-02-24,27.88,135.73,77.24,20
2012-02-25,28.34,156.58,77.44,18
2012-02-26,29.99,154.49,79.78,20
2012-02-27,31.55,169.07,73.12,19
2012-02-28,29.83,111.06,69.74,15
2012-02-29,29.9,146.87,75.78,15
2012-03-01,30.18,140.77,68.3,18
2012-03-02,29.55,113.48,81.38,19
2012-03-03,28.24,141.11,80.57,15
2012-03-04,31.65,102.88,78.96,14
2012-03-05,31.38,147.24,77.39,16
2012-03-06,29.54,143.96,85.51,17
2012-03-07,28.65,109.67,82.15,14
2012-03-08,29.29,131.58,81.44,17
2012-03-09,29.51,141.19,70.92,19
2012-03-10,29.4,115.73,75.6,17
2012-03-11,29.72,135.89,88.13,14
2012-03-12,31.52,150.73,75.95,17
2012-03-13,30.31,109.75,75.43,15
2012-03-14,31.33,133.03,78.18,19
2012-03-15,28.74,128.7,70.49,14
2012-03-16,30.1,139.29,72.23,17
2012-03-17,30.64,122.08,84.16,18
2012-03-18,31.6,170.35,77.34,17
2012-03-19,30.31,144.94,82.12,16
2012-03-20,31.89,174.14,82.98,21
2012-03-21,28.88,175.97,76.09,18
2012-03-22,28.01,130.8,79.0,15
2012-03-23,30.75,167.34,82.45,19
2012-03-24,29.9,133.44,75.3,14
2012-03-25,30.12,170.75,76.97,18
2012-03-26,29.62,123.15,77.14,15
2012-03-27,30.07,127.3,75.86,16
2012-03-28,28.34,181.08,74.93,18
2012-03-29,30.38,151.71,68.04,17
2012-03-30,29.45,143.25,85.96,16
2012-03-31,29.85,149.61,83.36,18
2012-04-01,31.16,168.6,79.74,20
2012-04-02,29.0,122.74,74.72,20
2012-04-03,30.46,150.95,79.71,14
2012-04-04,28.1,136.72,87.23,19
2012-04-05,27.83,116.49,64.2,14
2012-04-06,28.84,147.25,75.24,17
2012-04-07,29.23,147.38,81.1,22
2012-04-08,31.17,155.67,80.73,17
2012-04-09,31.33,174.29,78.91,17
2012-04-10,29.88,165.0,71.07,21
2012-04-11,30.22,159.23,84.35,18
2012-04-12,29.3,151.35,78.46,17
2012-04-13,31.04,149.32,78.25,14
2012-04-14,32.16,162.78,77.86,19
2012-04-15,30.01,170.24,85.78,20
2012-04-16,31.15,168.92,77.8,17
2012-04-17,30.58,165.0,87.45,18
2012-04-18,29.53,169.2,73.68,19
2012-04-19,29.46,159.32,78.32,17
2012-04-20,31.3,171.88,75.11,19
2012-04-21,33.1,164.33,68.68,20
2012-04-22,28.28,125.48,78.82,16
2012-04-23,28.46,144.98,74.71,15
2012-04-24,28.98,121.23,82.7,15
2012-04-25,28.35,173.72,75.47,18
2012-04-26,28.23,121.14,78.72,15
2012-04-27,30.73,178.37,84.65,19
2012-04-28,29.6,152.24,74.4,18
2012-04-29,31.2,149.0,80.84,17
2012-04-30,28.94,146.16,76.02,17
2012-05-01,28.82,159.19,68.12,17
2012-05-02,31.1,135.37,77.18,18
2012-05-03,28.52,155.85,79.23,21
2012-05-04,29.08,163.32,68.75,18
2012-05-05,28.27,177.85,67.47,15
2012-05-06,31.23,115.68,74.37,15
2012-05-07,33.04,126.97,68.54,18
2012-05-08,28.29,122.46,87.37,19
2012-05-09,29.04,137.0,78.27,16
2012-05-10,28.21,159.8,78.86,18
2012-05-11,28.47,135.24,78.71,20
2012-05-12,30.89,165.47,86.34,17
2012-05-13,29.19,111.95,76.76,14
2012-05-14,28.7,123.2,75.25,15
2012-05-15,28.85,120.83,72.61,15
2012-05-16,29.96,98.23,73.11,13
2012-05-17,27.46,139.54,77.95,16
2012-05-18,27.99,85.82,71.74,14
2012-05-19,29.87,154.92,80.13,17
2012-05-20,26.61,123.69,69.94,15
2012-05-21,29.64,129.73,68.72,18
2012-05-22,27.39,156.39,76.82,17
2012-05-23,27.05,130.73,74.11,16
2012-05-24,26.31,119.57,68.33,15
2012-05-25,27.86,128.55,67.81,16
2012-05-26,26.65,164.69,67.31,17
2012-05-27,27.24,139.26,65.62,15
2012-05-28,29.14,167.91,74.71,17
2012-05-29,27.38,115.79,71.82,19
2012-05-30,28.13,116.08,74.45,16
2012-05-31,25.91,132.34,68.42,14
2012-06-01,30.24,129.35,73.67,21
2012-06-02,25.59,111.48,67.69,14
2012-06-03,26.03,114.45,67.45,13
2012-06-04,27.41,94.76,66.4,14
2012-06-05,26.84,125.09,65.24,16
2012-06-06,30.07,89.72,73.95,14
2012-06-07,28.29,103.84,65.55,13
2012-06-08,29.02,129.03,69.97,13
2012-06-09,28.14,144.13,66.4,21
2012-06-10,27.61,86.33,64.89,17
2012-06-11,25.77,82.02,72.74,13
2012-06-12,27.0,60.1,62.45,12
2012-06-13,28.26,133.42,67.39,15
2012-06-14,25.3,138.67,68.54,20
2012-06-15,29.33,151.3,64.97,17
2012-06-16,28.19,109.4,63.0,15
2012-06-17,27.82,126.55,68.27,19
2012-06-18,25.46,91.2,69.99,14
2012-06-19,25.09,124.58,60.99,16
2012-06-20,24.46,98.3,64.71,13
2012-06-21,26.6,116.3,65.63,14
2012-06-22,25.56,89.4,56.59,11
2012-06-23,24.36,122.92,60.41,14
2012-06-24,23.85,124.6,62.0,15
2012-06-25,24.61,116.89,58.77,14
2012-06-26,26.86,124.53,63.57,16
2012-06-27,22.33,82.9,64.38,18
2012-06-28,24.17,87.27,55.5,13
2012-06-29,26.19,89.02,60.04,13
2012-06-30,24.78,116.16,61.5,14
2012-07-01,24.44,111.76,55.02,14
2012-07-02,23.49,74.21,60.27,10
2012-07-03,24.47,111.04,60.67,19
2012-07-04,25.88,138.83,61.86,13
2012-07-05,26.02,109.5,49.68,14
2012-07-06,24.26,110.11,59.87,20
2012-07-07,23.13,114.08,58.06,15
2012-07-08,23.72,69.9,65.15,15
2012-07-09,24.93,60.95,51.15,10
2012-07-10,22.89,89.58,46.35,12
2012-07-11,24.51,73.43,63.01,14
2012-07-12,24.21,80.23,57.79,12
2012-07-13,20.79,79.04,58.54,11
2012-07-14,23.56,99.19,52.83,11
2012-07-15,20.96,96.82,56.13,15
2012-07-16,23.53,104.23,50.48,15
2012-07-17,21.32,102.84,55.65,13
2012-07-18,20.47,94.85,58.02,16
2012-07-19,22.91,106.54,57.27,13
2012-07-20,24.47,98.29,51.15,15
2012-07-21,21.72,93.34,57.87,12
2012-07-22,23.35,101.03,55.29,13
2012-07-23,23.08,95.67,55.33,11
2012-07-24,24.42,75.41,49.32,14
2012-07-25,20.99,39.5,54.61,10
2012-07-26,23.24,90.34,55.3,14
2012-07-27,22.05,109.34,51.11,14
2012-07-28,21.87,78.97,42.7,13
2012-07-29,21.9,60.24,51.92,12
2012-07-30,23.64,98.08,50.09,13
2012-07-31,22.61,88.9,47.11,15
2012-08-01,23.53,91.6,45.72,14
2012-08-02,21.39,59.01,51.56,13
2012-08-03,18.64,65.65,43.38,13
2012-08-04,22.73,58.67,35.33,11
2012-08-05,20.17,103.95,42.66,15
2012-08-06,21.52,114.16,41.3,12
2012-08-07,21.69,86.78,38.6,13
2012-08-08,22.35,116.15,49.05,13
2012-08-09,20.32,84.39,46.09,14
2012-08-10,18.99,58.23,55.41,12
2012-08-11,21.03,63.04,45.63,13
2012-08-12,19.72,65.2,50.16,9
2012-08-13,20.68,43.79,51.07,11
2012-08-14,20.5,57.89,37.07,11
2012-08-15,23.24,61.3,32.26,12
2012-08-16,20.19,72.62,43.48,10
2012-08-17,21.61,67.15,49.07,13
2012-08-18,18.12,56.03,42.5,11
2012-08-19,20.32,81.24,48.5,16
2012-08-20,24.09,86.1,41.22,13
2012-08-21,21.61,126.1,41.86,14
2012-08-22,17.97,49.65,52.09,13
2012-08-23,21.92,66.68,42.31,13
2012-08-24,22.69,60.45,36.99,9
2012-08-25,21.51,85.96,37.92,14
2012-08-26,19.18,27.46,46.92,14
2012-08-27,21.17,42.47,45.04,10
2012-08-28,18.4,60.16,41.9,12
2012-08-29,18.17,15.05,39.85,9
2012-08-30,19.82,56.86,43.54,13
2012-08-31,19.69,69.39,47.45,13
2012-09-01,20.4,61.04,45.31,13
2012-09-02,22.25,66.62,34.54,15
2012-09-03,21.02,86.73,40.53,15
2012-09-04,19.32,28.95,42.19,11
2012-09-05,21.76,22.56,38.5,9
2012-09-06,20.53,46.3,42.75,12
2012-09-07,20.86,61.01,38.12,10
2012-09-08,21.27,79.8,41.6,12
2012-09-09,18.7,15.97,38.57,8
2012-09-10,20.04,41.79,43.68,11
2012-09-11,18.01,78.51,43.17,13
2012-09-12,21.49,41.02,41.91,13
2012-09-13,18.68,73.6,48.58,12
2012-09-14,23.21,82.14,43.44,14
2012-09-15,21.74,54.08,39.07,13
2012-09-16,18.55,43.25,39.06,11
2012-09-17,20.5,33.16,39.08,12
2012-09-18,19.87,31.25,42.77,10
2012-09-19,19.59,71.04,32.06,13
2012-09-20,20.71,76.04,51.85,12
2012-09-21,19.8,50.71,35.08,15
2012-09-22,19.07,53.31,42.68,10
2012-09-23,21.68,74.75,32.61,12
2012-09-24,21.41,62.31,34.69,11
2012-09-25,22.46,54.91,42.71,13
2012-09-26,22.06,33.83,39.3,9
2012-09-27,20.97,60.78,41.53,13
2012-09-28,18.58,68.76,47.24,12
2012-09-29,20.59,73.25,38.28,11
2012-09-30,17.88,9.01,40.27,13
2012-10-01,18.77,31.67,31.85,7
2012-10-02,19.98,52.32,44.24,11
2012-10-03,20.32,84.76,30.0,10
2012-10-04,19.95,53.6,44.02,12
2012-10-05,20.48,50.38,46.15,9
2012-10-06,21.57,85.72,35.15,11
2012-10-07,19.32,76.45,37.09,14
2012-10-08,19.0,55.9,41.43,13
2012-10-09,22.15,57.46,49.23,12
2012-10-10,19.0,20.37,36.71,9
2012-10-11,19.59,87.39,35.34,13
2012-10-12,18.96,58.37,37.24,12
2012-10-13,19.86,46.32,35.02,12
2012-10-14,19.45,77.13,36.89,13
2012-10-15,18.96,57.54,33.63,12
2012-10-16,18.67,59.55,35.56,13
2012-10-17,19.23,45.45,44.26,12
2012-10-18,16.96,51.41,31.52,11
2012-10-19,22.51,72.42,39.37,14
2012-10-20,19.91,22.7,42.95,10
2012-10-21,19.04,53.75,41.8,11
2012-10-22,19.2,35.83,38.28,9
2012-10-23,20.76,31.53,39.44,11
2012-10-24,19.35,87.42,42.23,16
2012-10-25,18.02,24.07,36.18,8
2012-10-26,19.91,54.8,45.3,11
2012-10-27,18.08,47.31,45.65,9
2012-10-28,21.88,71.02,32.71,15
2012-10-29,20.09,42.03,46.62,9
2012-10-30,18.82,63.16,46.0,9
2012-10-31,22.84,48.15,41.91,11
2012-11-01,24.0,47.33,40.9,10
2012-11-02,21.28,47.67,50.34,14
2012-11-03,20.34,82.03,39.94,16
2012-11-04,20.83,54.49,47.81,9
2012-11-05,23.84,87.99,42.85,15
2012-11-06,19.88,58.21,47.53,10
2012-11-07,20.52,29.6,38.89,9
2012-11-08,21.49,69.08,42.72,12
2012-11-09,23.64,90.38,55.18,16
2012-11-10,20.78,39.91,47.18,12
2012-11-11,23.6,82.31,38.29,15
2012-11-12,20.88,93.59,44.42,13
2012-11-13,22.75,79.15,51.84,16
2012-11-14,21.31,53.06,38.35,13
2012-11-15,20.89,56.26,51.83,13
2012-11-16,20.37,53.23,59.75,11
2012-11-17,21.27,72.86,35.04,14
2012-11-18,23.22,71.01,53.54,13
2012-11-19,23.16,67.6,46.58,11
2012-11-20,21.64,100.13,43.81,13
2012-11-21,22.11,58.72,54.3,11
2012-11-22,21.24,44.59,53.07,9
2012-11-23,22.97,26.13,46.28,8
2012-11-24,24.09,74.47,54.03,13
2012-11-25,22.61,87.29,47.7,13
2012-11-26,22.93,100.76,41.47,16
2012-11-27,22.95,84.05,46.3,14
2012-11-28,22.21,56.15,47.9,10
2012-11-29,22.37,77.11,45.48,14
2012-11-30,20.66,86.31,51.34,11
2012-12-01,22.56,78.37,46.51,13
2012-12-02,24.47,71.05,59.69,13
2012-12-03,21.55,86.56,41.68,13
2012-12-04,23.67,55.32,57.21,13
2012-12-05,24.67,95.24,54.79,12
2012-12-06,21.64,100.75,51.28,13
2012-12-07,24.36,55.17,52.11,15
2012-12-08,23.27,116.86,50.74,17
2012-12-09,24.24,112.52,54.74,17
2012-12-10,21.28,62.04,46.12,15
2012-12-11,22.13,79.55,51.18,11
2012-12-12,24.66,96.29,57.19,15
2012-12-13,24.97,99.49,50.69,12
2012-12-14,24.45,79.82,53.53,16
2012-12-15,23.63,123.35,55.75,17
2012-12-16,22.56,91.57,52.17,14
2012-12-17,25.88,75.41,60.14,15
2012-12-18,23.4,130.18,61.37,16
2012-12-19,23.49,119.87,58.23,16
2012-12-20,23.76,125.52,65.14,17
2012-12-21,22.89,94.26,65.81,17
2012-12-22,22.1,105.21,59.44,19
2012-12-23,22.42,79.5,64.2,13
2012-12-24,25.03,99.75,58.74,14
2012-12-25,26.43,106.45,45.84,13
2012-12-26,26.07,126.5,63.88,18
2012-12-27,24.78,60.56,59.83,14
2012-12-28,24.0,128.93,58.06,15
2012-12-29,24.89,86.64,67.66,16
2012-12-30,25.68,120.94,50.04,15
2012-12-31,22.35,101.29,55.65,13
2013-01-01,26.73,98.88,65.25,13
2013-01-02,20.9,104.53,58.86,13
2013-01-03,23.25,88.61,58.48,15
2013-01-04,24.43,135.52,66.41,15
2013-01-05,26.67,77.68,60.5,11
2013-01-06,24.29,118.28,56.7,13
2013-01-07,23.02,96.54,60.91,17
2013-01-08,27.24,109.81,64.85,13
2013-01-09,24.99,104.37,68.22,18
2013-01-10,26.96,109.2,62.0,15
2013-01-11,26.28,77.02,68.54,10
2013-01-12,27.78,118.73,63.98,14
2013-01-13,25.75,103.81,62.32,14
2013-01-14,26.71,149.99,77.51,16
2013-01-15,25.64,81.27,60.93,12
2013-01-16,27.18,108.86,64.72,14
2013-01-17,26.67,128.1,69.01,17
2013-01-18,29.29,86.56,61.98,12
2013-01-19,27.75,108.54,60.58,17
2013-01-20,26.2,95.3,61.89,14
2013-01-21,27.77,115.47,58.46,15
2013-01-22,25.76,76.37,60.91,12
2013-01-23,27.24,90.57,68.07,14
2013-01-24,28.84,126.26,64.24,17
2013-01-25,21.3,113.61,70.1,15
2013-01-26,24.73,144.02,64.65,15
2013-01-27,28.21,100.3,68.92,13
2013-01-28,28.71,137.6,61.96,17
2013-01-29,29.9,83.31,70.19,12
2013-01-30,28.35,138.94,81.0,19
2013-01-31,27.49,79.86,69.48,15
2013-02-01,27.43,116.89,69.72,15
2013-02-02,29.55,51.93,63.47,11
2013-02-03,29.41,175.5,77.69,21
2013-02-04,25.97,118.1,70.58,16
2013-02-05,28.86,139.84,64.9,15
2013-02-06,27.12,139.39,74.62,18
2013-02-07,25.87,129.55,67.67,16
2013-02-08,27.72,139.02,75.66,18
2013-02-09,27.42,136.96,77.73,17
2013-02-10,27.74,132.48,63.82,17
2013-02-11,29.37,143.84,69.35,18
2013-02-12,27.92,144.71,78.0,14
2013-02-13,27.97,160.87,76.44,17
2013-02-14,30.09,149.81,72.97,18
2013-02-15,26.66,133.49,62.12,15
2013-02-16,26.98,142.91,72.43,14
2013-02-17,28.59,132.58,86.25,16
2013-02-18,28.98,151.73,71.76,15
2013-02-19,28.07,115.39,72.58,15
2013-02-20,28.17,115.1,80.97,14
2013-02-21,30.06,125.71,69.97,15
2013-02-22,24.5,156.41,72.3,14
2013-02-23,27.44,139.78,79.3,22
2013-02-24,26.26,140.64,75.12,17
2013-02-25,31.04,107.17,71.26,16
2013-02-26,27.92,123.74,79.59,14
2013-02-27,28.87,140.2,78.12,17
2013-02-28,27.96,131.13,70.81,17
2013-03-01,29.92,161.61,80.22,19
2013-03-02,28.4,96.17,70.64,12
2013-03-03,28.49,139.0,86.5,17
2013-03-04,28.35,176.4,80.7,20
2013-03-05,29.96,188.86,72.37,18
2013-03-06,27.6,160.27,72.84,21
2013-03-07,30.61,148.02,73.83,24
2013-03-08,27.72,128.0,71.35,16
2013-03-09,32.33,167.62,72.23,22
2013-03-10,29.62,173.56,78.39,22
2013-03-11,30.02,125.03,72.72,22
2013-03-12,29.75,126.0,82.78,17
2013-03-13,30.44,119.44,78.79,15
2013-03-14,28.88,148.01,78.33,17
2013-03-15,29.65,172.83,79.27,19
2013-03-16,28.02,191.4,74.34,16
2013-03-17,31.5,182.75,79.08,19
2013-03-18,28.76,154.25,79.85,17
2013-03-19,29.09,140.81,85.3,15
2013-03-20,27.16,161.52,80.1,16
2013-03-21,28.25,135.64,79.76,16
2013-03-22,28.73,137.27,78.49,16
2013-03-23,27.44,180.76,73.13,18
2013-03-24,29.98,148.9,81.54,23
2013-03-25,30.02,130.05,83.43,14
2013-03-26,29.84,163.4,76.11,20
2013-03-27,29.07,173.87,79.77,18
2013-03-28,30.28,148.14,75.04,16
2013-03-29,30.52,152.76,80.63,18
2013-03-30,27.46,156.21,80.15,17
2013-03-31,29.65,128.56,72.44,17
2013-04-01,28.69,175.82,83.72,21
2013-04-02,29.84,136.53,80.16,20
2013-04-03,28.83,149.18,84.18,17
2013-04-04,33.72,172.72,76.89,17
2013-04-05,28.05,152.94,81.53,21
2013-04-06,31.16,142.28,93.82,17
2013-04-07,32.21,122.35,80.3,15
2013-04-08,29.21,181.7,77.46,18
2013-04-09,32.12,155.42,75.19,21
2013-04-10,29.58,149.17,82.4,16
2013-04-11,27.84,144.35,78.77,19
2013-04-12,31.41,122.3,77.96,15
2013-04-13,29.0,159.38,72.39,19
2013-04-14,31.31,149.5,76.75,16
2013-04-15,28.62,160.65,78.59,19
2013-04-16,30.37,136.41,74.56,16
2013-04-17,26.37,148.43,82.67,16
2013-04-18,32.91,187.15,70.53,20
2013-04-19,30.03,127.69,81.52,15
2013-04-20,27.76,141.24,83.98,16
2013-04-21,28.03,119.49,74.84,16
2013-04-22,27.32,146.36,76.68,17
2013-04-23,27.87,158.41,88.08,17
2013-04-24,28.6,142.4,76.65,19
2013-04-25,27.9,145.58,72.71,16
2013-04-26,28.93,156.41,78.0,20
2013-04-27,29.33,154.29,71.62,17
2013-04-28,30.2,170.83,79.46,19
2013-04-29,29.66,134.71,68.41,18
2013-04-30,28.68,141.66,80.1,18
2013-05-01,28.64,166.63,80.59,16
2013-05-02,29.89,119.07,73.24,15
2013-05-03,30.78,136.51,75.02,17
2013-05-04,30.66,150.89,84.65,18
2013-05-05,28.76,131.48,78.89,14
2013-05-06,27.01,116.41,73.9,22
2013-05-07,27.77,87.45,79.02,13
2013-05-08,26.1,106.74,77.15,16
2013-05-09,31.09,149.24,76.54,14
2013-05-10,32.05,146.01,71.39,16
2013-05-11,28.79,115.81,80.21,16
2013-05-12,27.8,104.42,70.31,15
2013-05-13,31.19,148.65,79.38,18
2013-05-14,27.95,112.13,76.42,17
2013-05-15,32.32,154.28,71.42,16
2013-05-16,28.26,141.78,75.01,16
2013-05-17,29.64,154.28,77.64,20
2013-05-18,28.11,108.55,77.21,12
2013-05-19,27.39,170.05,68.84,19
2013-05-20,27.57,147.6,74.75,20
2013-05-21,26.83,158.85,72.78,16
2013-05-22,28.63,153.19,72.35,17
2013-05-23,27.51,139.24,82.11,19
2013-05-24,28.58,151.92,76.74,17
2013-05-25,29.6,146.68,73.09,19
2013-05-26,28.44,127.51,76.38,16
2013-05-27,25.16,137.59,72.22,17
2013-05-28,28.03,115.69,79.58,18
2013-05-29,28.43,133.43,68.26,13
2013-05-30,27.7,132.7,76.58,17
2013-05-31,27.86,151.36,67.01,17
2013-06-01,26.17,102.97,77.0,13
2013-06-02,28.8,120.75,75.4,15
2013-06-03,29.16,77.36,74.29,15
2013-06-04,28.2,132.9,60.51,13
2013-06-05,27.93,118.08,76.02,17
2013-06-06,25.99,110.71,62.05,17
2013-06-07,28.31,143.27,63.45,18
2013-06-08,27.22,97.39,68.44,17
2013-06-09,28.44,139.6,65.8,20
2013-06-10,27.3,100.78,73.97,16
2013-06-11,25.82,137.91,69.84,17
2013-06-12,25.02,114.75,60.5,14
2013-06-13,27.16,125.85,59.0,16
2013-06-14,28.41,142.02,64.57,18
2013-06-15,29.67,111.7,66.86,14
2013-06-16,26.51,93.87,59.84,13
2013-06-17,26.91,95.94,54.48,12
2013-06-18,26.14,112.62,69.33,13
2013-06-19,23.49,140.53,67.23,16
2013-06-20,27.8,120.91,65.49,22
2013-06-21,24.67,83.83,55.59,19
2013-06-22,26.25,105.76,69.78,14
2013-06-23,25.28,108.4,60.73,14
2013-06-24,22.81,106.34,58.14,16
2013-06-25,24.86,112.04,55.49,18
2013-06-26,27.8,86.86,59.89,13
2013-06-27,26.78,84.33,60.1,13
2013-06-28,24.54,80.05,62.99,14
2013-06-29,23.61,105.27,62.97,12
2013-06-30,24.15,108.17,49.95,13
2013-07-01,28.09,107.49,59.79,16
2013-07-02,26.12,81.12,69.98,13
2013-07-03,23.12,72.21,62.36,11
2013-07-04,24.06,113.94,61.36,15
2013-07-05,23.23,113.21,60.61,14
2013-07-06,24.32,63.85,52.29,10
2013-07-07,21.05,60.2,56.73,12
2013-07-08,27.4,107.38,59.06,14
2013-07-09,23.76,87.12,54.59,12
2013-07-10,26.29,84.66,58.07,16
2013-07-11,22.28,123.63,59.06,15
2013-07-12,23.66,74.3,52.67,11
2013-07-13,24.41,91.12,54.49,16
2013-07-14,22.64,121.53,50.19,14
2013-07-15,21.56,68.18,54.53,12
2013-07-16,21.38,40.55,54.21,10
2013-07-17,22.32,106.6,54.07,17
2013-07-18,23.8,108.03,50.51,16
2013-07-19,23.52,91.54,60.01,15
2013-07-20,23.79,70.86,53.27,14
2013-07-21,22.5,109.26,59.86,14
2013-07-22,22.17,68.77,52.62,12
2013-07-23,24.12,73.14,57.55,13
2013-07-24,23.56,98.62,52.69,12
2013-07-25,24.19,65.76,50.94,12
2013-07-26,24.42,74.92,50.68,12
2013-07-27,23.89,59.45,46.19,13
2013-07-28,21.25,79.57,53.53,13
2013-07-29,23.34,73.35,48.53,15
2013-07-30,20.56,70.83,53.6,15
2013-07-31,24.75,80.99,50.11,15
2013-08-01,24.68,78.8,54.48,17
2013-08-02,22.56,85.22,56.43,12
2013-08-03,23.82,46.97,53.44,8
2013-08-04,20.91,70.79,54.76,12
2013-08-05,22.34,82.39,47.0,15
2013-08-06,24.19,94.32,36.75,10
2013-08-07,20.6,47.22,47.85,11
2013-08-08,21.34,23.92,44.17,9
2013-08-09,22.72,56.33,46.19,14
2013-08-10,19.67,72.31,41.25,14
2013-08-11,22.25,33.93,47.38,9
2013-08-12,20.73,74.86,45.99,14
2013-08-13,20.95,60.0,46.2,12
2013-08-14,21.12,9.23,48.08,12
2013-08-15,21.3,64.91,39.87,12
2013-08-16,23.8,92.7,49.19,14
2013-08-17,18.56,40.59,44.9,10
2013-08-18,20.95,72.15,54.82,14
2013-08-19,23.35,18.67,41.6,8
